1, 1, Erzeugung,66319
2, 1, Erzeugung,66319
3, 1, Erzeugung,66319
4, 1, Erzeugung,66319
5, 1, Erzeugung,66319
6, 1, Erzeugung,66319
7, 1, Erzeugung,66319
8, 1, Erzeugung,66319
9, 1, Erzeugung,66319
1, 2, Stein und Braunkohle,0
2, 2, Rohoel,2189
3, 2, Naturgas,59886
4, 2, Kernenergie,1061
5, 2, erneuerbare Energien,3117
6, 2, erneuerbare Energien,3117
7, 2, erneuerbare Energien,3117
8, 2, erneuerbare Energien,3117
9, 2, erneuerbare Energien,3117
5, 3, Sonnenenergie,25
6, 3, Biomasse und Abfaelle,2734
7, 3, geothermische Energie,3
8, 3, Wasserkraft,9
9, 3, Windkraft,367
