1, 1, Erzeugung,26527
2, 1, Erzeugung,26527
3, 1, Erzeugung,26527
4, 1, Erzeugung,26527
5, 1, Erzeugung,26527
6, 1, Erzeugung,26527
7, 1, Erzeugung,26527
8, 1, Erzeugung,26527
9, 1, Erzeugung,26527
1, 2, Stein und Braunkohle,0
2, 2, Rohoel,14351
3, 2, Naturgas,9019
4, 2, Kernenergie,0
5, 2, erneuerbare Energien,3157
6, 2, erneuerbare Energien,3157
7, 2, erneuerbare Energien,3157
8, 2, erneuerbare Energien,3157
9, 2, erneuerbare Energien,3157
5, 3, Sonnenenergie,13
6, 3, Biomasse und Abfaelle,2527
7, 3, geothermische Energie,22
8, 3, Wasserkraft,3
9, 3, Windkraft,597
