1, 1, Erzeugung,3641
2, 1, Erzeugung,3641
3, 1, Erzeugung,3641
4, 1, Erzeugung,3641
5, 1, Erzeugung,3641
6, 1, Erzeugung,3641
7, 1, Erzeugung,3641
8, 1, Erzeugung,3641
9, 1, Erzeugung,3641
1, 2, Stein und Braunkohle,1183
2, 2, Rohoel,0
3, 2, Naturgas,4
4, 2, Kernenergie,1617
5, 2, erneuerbare Energien,834
6, 2, erneuerbare Energien,834
7, 2, erneuerbare Energien,834
8, 2, erneuerbare Energien,834
9, 2, erneuerbare Energien,834
5, 3, Sonnenenergie,0
6, 3, Biomasse und Abfaelle,490
7, 3, geothermische Energie,0
8, 3, Wasserkraft,345
9, 3, Windkraft,0
