1, 1, Erzeugung,10410
2, 1, Erzeugung,10410
3, 1, Erzeugung,10410
4, 1, Erzeugung,10410
5, 1, Erzeugung,10410
6, 1, Erzeugung,10410
7, 1, Erzeugung,10410
8, 1, Erzeugung,10410
9, 1, Erzeugung,10410
1, 2, Stein und Braunkohle,1697
2, 2, Rohoel,1228
3, 2, Naturgas,2009
4, 2, Kernenergie,3820
5, 2, erneuerbare Energien,1655
6, 2, erneuerbare Energien,1655
7, 2, erneuerbare Energien,1655
8, 2, erneuerbare Energien,1655
9, 2, erneuerbare Energien,1655
5, 3, Sonnenenergie,3
6, 3, Biomasse und Abfaelle,1520
7, 3, geothermische Energie,96
8, 3, Wasserkraft,18
9, 3, Windkraft,18
