1, 1, Erzeugung,74
2, 1, Erzeugung,74
3, 1, Erzeugung,74
4, 1, Erzeugung,74
5, 1, Erzeugung,74
6, 1, Erzeugung,74
7, 1, Erzeugung,74
8, 1, Erzeugung,74
9, 1, Erzeugung,74
1, 2, Stein und Braunkohle,0
2, 2, Rohoel,0
3, 2, Naturgas,0
4, 2, Kernenergie,0
5, 2, erneuerbare Energien,74
6, 2, erneuerbare Energien,74
7, 2, erneuerbare Energien,74
8, 2, erneuerbare Energien,74
9, 2, erneuerbare Energien,74
5, 3, Sonnenenergie,56
6, 3, Biomasse und Abfaelle,17
7, 3, geothermische Energie,0
8, 3, Wasserkraft,0
9, 3, Windkraft,0
