1, 1, Erzeugung,32496
2, 1, Erzeugung,32496
3, 1, Erzeugung,32496
4, 1, Erzeugung,32496
5, 1, Erzeugung,32496
6, 1, Erzeugung,32496
7, 1, Erzeugung,32496
8, 1, Erzeugung,32496
9, 1, Erzeugung,32496
1, 2, Stein und Braunkohle,22780
2, 2, Rohoel,260
3, 2, Naturgas,162
4, 2, Kernenergie,6857
5, 2, erneuerbare Energien,2470
6, 2, erneuerbare Energien,2470
7, 2, erneuerbare Energien,2470
8, 2, erneuerbare Energien,2470
9, 2, erneuerbare Energien,2470
5, 3, Sonnenenergie,5
6, 3, Biomasse und Abfaelle,2257
7, 3, geothermische Energie,0
8, 3, Wasserkraft,174
9, 3, Windkraft,22
