1, 1, Erzeugung,132488
2, 1, Erzeugung,132488
3, 1, Erzeugung,132488
4, 1, Erzeugung,132488
5, 1, Erzeugung,132488
6, 1, Erzeugung,132488
7, 1, Erzeugung,132488
8, 1, Erzeugung,132488
9, 1, Erzeugung,132488
1, 2, Stein und Braunkohle,50080
2, 2, Rohoel,3047
3, 2, Naturgas,11261
4, 2, Kernenergie,38289
5, 2, erneuerbare Energien,29677
6, 2, erneuerbare Energien,29677
7, 2, erneuerbare Energien,29677
8, 2, erneuerbare Energien,29677
9, 2, erneuerbare Energien,29677
5, 3, Sonnenenergie,744
6, 3, Biomasse und Abfaelle,23467
7, 3, geothermische Energie,238
8, 3, Wasserkraft,1814
9, 3, Windkraft,3480
