1, 1, Erzeugung,16251
2, 1, Erzeugung,16251
3, 1, Erzeugung,16251
4, 1, Erzeugung,16251
5, 1, Erzeugung,16251
6, 1, Erzeugung,16251
7, 1, Erzeugung,16251
8, 1, Erzeugung,16251
9, 1, Erzeugung,16251
1, 2, Stein und Braunkohle,1154
2, 2, Rohoel,0
3, 2, Naturgas,0
4, 2, Kernenergie,5915
5, 2, erneuerbare Energien,9166
6, 2, erneuerbare Energien,9166
7, 2, erneuerbare Energien,9166
8, 2, erneuerbare Energien,9166
9, 2, erneuerbare Energien,9166
5, 3, Sonnenenergie,0
6, 3, Biomasse und Abfaelle,7677
7, 3, geothermische Energie,0
8, 3, Wasserkraft,1468
9, 3, Windkraft,18
